POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,OC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG
35102740.00,8,15.00,70.00,16.00,5.33,4.90,13.50,0.00,1.50,27.20,88.10,7.60,,11415,47.24,-0.75
35102638.00,17,31.00,59.00,10.00,8.08,7.43,18.00,406.00,1.80,13.00,298.90,20.00,,10251,46.34,-0.56
35102566.00,17,21.00,48.00,31.00,7.80,7.35,14.90,646.00,1.50,23.40,345.10,16.30,,8861,45.69,-0.44
35102506.00,10,4.00,9.00,86.00,6.51,5.77,16.20,2.00,1.00,0.00,79.80,5.60,,10800,45.16,-0.33
35102434.00,3,8.00,28.00,64.00,4.47,3.70,7.90,0.00,0.70,0.00,36.50,1.00,,10801,44.52,-0.22
35102290.00,12,28.00,51.00,21.00,6.05,5.20,16.70,1.00,1.80,31.90,551.40,8.30,,9942,43.23,0.01
35102008.00,23,26.00,51.00,22.00,7.81,7.43,57.50,426.00,3.70,84.30,282.40,30.50,,5334,40.71,0.42
35083842.00,6,0.00,0.00,0.00,4.16,3.05,468.50,1.00,13.50,57.40,815.60,21.40,,21838,56.99,-3.45
35083756.00,26,16.00,31.00,54.00,6.12,5.54,20.90,1.00,1.80,12.90,97.00,14.70,,22056,56.23,-3.19
35083594.00,6,5.00,26.00,70.00,3.99,3.33,83.50,0.00,3.10,12.60,66.10,9.60,,21914,54.80,-2.72
35083522.00,3,13.00,24.00,63.00,4.90,4.31,45.00,2.00,4.10,53.70,252.60,8.40,,22404,54.17,-2.52
35083360.00,10,7.00,10.00,83.00,5.69,4.59,5.90,0.00,0.80,0.00,23.20,2.90,,21679,52.74,-2.10
35083270.00,15,23.00,49.00,28.00,7.79,7.35,25.40,149.00,3.10,24.80,169.70,24.50,,21263,51.94,-1.88
35083176.00,9,25.00,63.00,13.00,7.83,7.27,24.90,399.00,2.90,56.90,342.40,25.40,,21362,51.11,-1.67
35082924.00,8,19.00,65.00,16.00,5.39,4.95,17.10,0.00,1.90,24.90,163.20,3.90,,8455,48.88,-1.13
35082784.00,7,14.00,43.00,42.00,5.43,4.90,14.80,1.00,1.70,20.20,43.10,4.30,,11407,47.63,-0.86
35082780.00,6,11.00,42.00,47.00,6.82,6.41,14.00,0.00,1.40,15.60,94.10,10.20,,11409,47.60,-0.85
35082748.00,7,11.00,73.00,16.00,6.02,5.40,8.60,0.00,1.00,13.40,57.70,5.40,,11414,47.31,-0.79
35082726.00,5,16.00,48.00,36.00,6.10,5.59,21.20,0.00,2.30,43.70,319.90,10.60,,11443,47.12,-0.75
35082586.00,5,66.00,28.00,6.00,7.46,7.12,34.40,112.00,3.20,10.30,706.60,35.60,,8846,45.87,-0.50
35082550.00,15,43.00,37.00,19.00,7.94,7.40,12.70,514.00,1.20,22.70,360.20,32.70,,8865,45.55,-0.43
35082528.00,18,24.00,36.00,40.00,8.00,7.44,12.30,645.00,1.00,11.70,126.80,22.20,,8878,45.35,-0.40
35082456.00,6,11.00,36.00,53.00,4.89,4.08,9.60,0.00,0.90,0.00,61.50,1.00,,10816,44.71,-0.28
35082294.00,4,12.00,38.00,50.00,4.29,3.77,16.20,0.00,1.10,0.00,40.50,2.40,,9940,43.26,-0.02
35082276.00,12,34.00,47.00,19.00,5.56,4.86,32.30,0.00,3.40,0.00,60.40,7.90,,9941,43.10,0.01
35063818.00,36,13.00,28.00,58.00,5.33,5.03,52.90,1.00,4.00,20.30,93.00,8.10,,22282,56.78,-3.41
35063490.00,14,19.00,32.00,49.00,5.75,5.22,75.70,0.00,7.00,60.30,449.40,15.40,,21289,53.88,-2.46
35063364.00,25,32.00,32.00,36.00,7.45,6.99,26.40,5.00,2.60,18.80,137.20,24.50,,21677,52.77,-2.14
35063274.00,6,50.00,41.00,8.00,6.87,6.14,27.20,0.00,2.70,37.30,194.60,25.40,,21271,51.97,-1.92
35063256.00,6,39.00,45.00,16.00,7.25,7.00,77.00,132.00,7.60,54.70,336.60,55.80,,21253,51.81,-1.88
35062968.00,0,0.00,0.00,0.00,5.49,4.74,472.10,0.00,23.10,42.10,300.70,44.70,,8450,49.26,-1.24
35062950.00,8,18.00,60.00,22.00,6.43,6.18,32.20,1.00,3.10,67.40,408.00,10.90,,8414,49.10,-1.21
35062918.00,7,17.00,54.00,30.00,4.89,4.40,34.80,0.00,3.60,78.60,66.20,5.70,,8472,48.82,-1.14
35062882.00,6,17.00,49.00,34.00,6.81,6.12,26.20,1.00,2.40,80.60,208.00,9.80,,10726,48.50,-1.07
35062752.00,16,17.00,47.00,36.00,5.90,5.60,21.20,1.00,2.40,48.80,206.70,11.00,,11435,47.34,-0.82
35062630.00,5,44.00,44.00,12.00,7.89,7.38,27.80,377.00,2.30,17.50,389.20,26.60,,10250,46.26,-0.60
35062540.00,5,26.00,29.00,44.00,7.59,7.01,15.90,7.00,1.80,61.50,415.80,18.70,,8871,45.46,-0.44
35062482.00,2,42.00,56.00,2.00,7.30,6.77,21.80,2.00,2.20,60.90,394.50,26.80,,10798,44.94,-0.35
35062126.00,3,20.00,59.00,21.00,7.68,7.51,5.20,285.00,0.80,14.50,95.90,4.60,,5416,41.76,0.21
35062104.00,13,27.00,55.00,18.00,8.50,7.62,10.50,364.00,1.30,27.70,15.90,15.10,,5457,41.56,0.24
35062076.00,22,24.00,56.00,20.00,7.95,7.50,26.10,416.00,1.70,10.40,145.10,21.90,,5435,41.31,0.28
35043784.00,3,18.00,26.00,56.00,6.33,5.84,11.20,1.00,1.00,27.90,88.80,11.20,,22314,56.47,-3.34
35043780.00,11,18.00,34.00,48.00,5.93,5.51,28.20,1.00,2.80,61.30,345.80,16.50,,22294,56.44,-3.32
35043748.00,8,22.00,27.00,51.00,7.49,7.19,27.70,19.00,1.80,107.10,155.60,18.50,,22049,56.16,-3.23
35043708.00,8,22.00,30.00,48.00,5.63,5.29,49.70,0.00,3.90,35.90,104.60,17.60,,22039,55.80,-3.10
35043664.00,17,36.00,47.00,17.00,4.87,4.25,59.10,2.00,5.40,11.60,159.90,13.60,,21890,55.42,-2.98
35043636.00,4,10.00,10.00,80.00,5.62,4.96,48.50,0.00,4.00,11.20,93.40,9.80,,21901,55.17,-2.90
35043592.00,11,11.00,25.00,64.00,5.25,4.76,26.20,0.00,2.30,18.70,60.70,5.40,,21915,54.78,-2.77
35043466.00,13,19.00,35.00,46.00,5.38,5.05,89.00,0.00,5.90,37.40,110.10,18.20,,21292,53.67,-2.43
35043424.00,3,35.00,40.00,25.00,6.69,6.04,42.10,3.00,3.50,20.20,244.60,24.30,,21294,53.30,-2.32
35043366.00,8,18.00,34.00,48.00,6.67,6.08,22.60,0.00,2.30,29.10,216.50,12.80,,21678,52.78,-2.17
35042938.00,10,19.00,62.00,19.00,6.26,5.54,16.50,0.00,1.90,26.20,84.50,8.30,,8477,48.99,-1.21
35042902.00,5,15.00,74.00,10.00,5.92,5.45,32.00,1.00,3.40,19.50,55.70,8.20,,8471,48.67,-1.14
35042884.00,6,14.00,83.00,4.00,5.96,5.29,18.80,0.00,2.10,24.10,70.40,4.80,,8460,48.51,-1.10
35042704.00,8,11.00,24.00,65.00,5.79,4.91,10.20,0.00,1.10,30.70,58.60,5.40,,10280,46.91,-0.76
35042686.00,8,15.00,41.00,44.00,5.04,4.43,14.30,0.00,1.60,27.60,99.90,7.20,,10506,46.75,-0.73
35042650.00,44,22.00,59.00,19.00,8.05,7.48,31.10,219.00,3.00,47.00,421.10,28.30,many stones,10487,46.43,-0.66
35042530.00,32,32.00,51.00,17.00,7.63,7.15,25.40,209.00,2.70,33.20,1085.60,28.30,,8877,45.37,-0.45
35042476.00,14,24.00,42.00,34.00,6.71,6.06,5.20,0.00,0.70,0.00,90.40,8.20,,10808,44.88,-0.36
35042434.00,0,6.00,15.00,79.00,5.52,4.63,7.20,0.00,0.70,0.00,31.60,1.00,,10813,44.51,-0.29
35042362.00,4,9.00,17.00,74.00,5.48,4.67,6.90,1.00,0.80,44.70,264.40,3.60,,10899,43.87,-0.18
35042146.00,14,27.00,37.00,35.00,7.67,7.20,17.10,177.00,1.90,28.50,575.90,13.50,,5506,41.94,0.15
35042124.00,14,31.00,46.00,22.00,8.00,7.46,12.10,332.00,1.40,14.00,122.80,17.40,,5459,41.74,0.18
35042052.00,5,26.00,53.00,21.00,8.40,7.58,20.00,553.00,1.00,59.80,0.00,12.60,,5448,41.10,0.29
35023800.00,39,22.00,38.00,40.00,5.41,5.18,118.50,1.00,8.90,10.70,0.00,25.70,,22283,56.61,-3.42
35023794.00,18,10.00,34.00,56.00,5.98,5.44,20.60,0.00,1.80,36.90,206.90,8.50,,22293,56.56,-3.40
35023768.00,9,15.00,33.00,52.00,4.94,4.46,31.70,0.00,2.80,63.60,324.50,10.00,,22308,56.33,-3.32
35023710.00,20,23.00,33.00,45.00,4.77,4.57,98.70,1.00,6.80,12.70,85.30,17.80,,21970,55.82,-3.14
35023614.00,0,11.00,25.00,65.00,4.98,4.45,53.10,0.00,3.60,64.20,85.20,9.40,,21905,54.97,-2.86
35023560.00,8,30.00,35.00,35.00,5.45,4.65,77.90,1.00,6.50,12.60,134.20,9.30,,22420,54.50,-2.71
35023552.00,50,29.00,37.00,34.00,5.72,5.22,83.50,2.00,5.80,16.30,216.50,15.70,many stones,22421,54.42,-2.69
35023494.00,9,21.00,27.00,51.00,5.83,5.23,32.60,2.00,3.20,30.20,94.80,12.40,,22412,53.91,-2.53
35023326.00,29,21.00,43.00,36.00,6.83,6.54,49.20,1.00,3.50,28.40,59.50,23.10,,22134,52.43,-2.10
35023264.00,11,24.00,35.00,41.00,7.76,7.29,25.70,115.00,2.70,34.90,143.10,24.20,,21264,51.88,-1.96
35023254.00,13,24.00,65.00,11.00,7.68,7.22,28.00,121.00,3.00,17.20,163.50,28.20,,21252,51.79,-1.93
35023200.00,18,40.00,37.00,23.00,7.64,7.23,19.60,132.00,1.90,13.90,297.30,28.30,,21193,51.31,-1.81
35023188.00,21,51.00,34.00,15.00,7.06,6.94,182.90,114.00,17.70,44.50,172.80,50.10,,21198,51.21,-1.78
35023008.00,12,19.00,49.00,33.00,5.65,5.17,28.10,2.00,2.80,13.30,65.60,9.30,,8480,49.61,-1.38
35023002.00,20,16.00,50.00,34.00,5.82,5.42,26.80,1.00,2.90,31.40,124.70,8.40,,8479,49.56,-1.37
35022760.00,8,31.00,22.00,47.00,5.58,4.91,29.60,0.00,2.90,11.70,85.10,15.80,,11403,47.41,-0.89
35022670.00,10,18.00,53.00,30.00,6.50,5.76,15.00,0.00,1.40,27.00,162.10,9.80,,10495,46.61,-0.72
35022552.00,11,34.00,36.00,30.00,7.35,6.99,33.00,87.00,3.30,95.80,758.60,30.40,,8866,45.56,-0.51
35022382.00,11,6.00,8.00,86.00,5.16,4.34,32.00,0.00,2.00,25.30,72.80,6.70,,25540,44.04,-0.23
35022336.00,5,12.00,59.00,28.00,4.95,4.26,12.70,0.00,1.20,45.60,75.00,2.40,,10918,43.63,-0.16
35022328.00,12,14.00,62.00,24.00,5.51,5.10,7.80,0.00,1.20,54.70,103.90,3.90,,9903,43.56,-0.15
35022306.00,13,18.00,48.00,33.00,6.42,6.05,11.10,0.00,1.50,44.00,224.90,6.80,,9905,43.37,-0.11
35022162.00,6,9.00,26.00,65.00,7.75,7.25,8.80,129.00,1.20,56.70,327.90,7.10,,5502,42.08,0.11
35022120.00,7,35.00,60.00,5.00,7.77,7.43,21.30,291.00,2.30,46.60,470.70,16.50,,5451,41.70,0.17
35022094.00,7,32.00,58.00,10.00,8.46,7.49,13.40,539.00,1.30,10.60,162.60,14.80,,5425,41.47,0.20
35022090.00,22,28.00,56.00,16.00,8.15,7.56,12.60,380.00,1.10,20.90,100.20,16.60,,5424,41.43,0.21
35022040.00,3,25.00,48.00,27.00,8.24,7.59,30.40,513.00,1.00,18.70,243.00,14.90,,5328,40.99,0.28
35021986.00,32,25.00,44.00,31.00,8.19,7.57,14.70,435.00,1.70,44.50,700.00,17.80,,5340,40.50,0.36
35021982.00,4,41.00,44.00,16.00,8.16,7.36,6.20,66.00,1.00,0.00,307.00,21.30,,5339,40.47,0.36
35003628.00,3,15.00,31.00,54.00,5.05,4.35,20.50,0.00,2.30,20.20,131.10,4.50,,21903,55.09,-2.93
35003502.00,2,14.00,18.00,68.00,4.62,3.58,137.50,1.00,7.70,0.00,207.50,15.10,,22411,53.98,-2.59
35003214.00,41,32.00,57.00,11.00,7.98,7.38,26.30,474.00,2.50,20.50,183.20,27.20,,21189,51.43,-1.87
35002800.00,8,30.00,54.00,17.00,5.51,4.82,21.50,0.00,2.30,0.00,39.80,4.90,,11419,47.76,-0.99
35002620.00,32,36.00,60.00,3.00,7.96,7.37,22.10,25.00,2.40,24.80,536.00,33.50,,8841,46.16,-0.66
35002602.00,32,41.00,50.00,10.00,7.68,7.33,28.50,248.00,2.60,18.80,349.70,33.80,,8852,46.00,-0.63
35002386.00,3,2.00,2.00,96.00,4.37,3.09,25.10,0.00,0.80,0.00,20.50,2.70,,10857,44.08,-0.26
35002314.00,11,12.00,51.00,37.00,5.90,5.28,13.80,1.00,1.50,17.50,49.00,5.10,,10660,43.43,-0.15
35002164.00,1,21.00,59.00,20.00,7.97,7.38,8.70,329.00,1.00,19.30,151.00,14.70,,5501,42.09,0.08
35002146.00,7,30.00,57.00,13.00,7.87,7.33,14.00,201.00,1.70,23.00,239.80,11.00,,5497,41.93,0.11
35002134.00,37,17.00,38.00,44.00,7.97,7.59,12.90,161.00,1.90,15.70,89.20,15.60,,5461,41.82,0.12
35002110.00,4,35.00,56.00,9.00,8.09,7.76,3.90,405.00,0.80,0.00,105.50,11.00,,5450,41.61,0.16
35002106.00,24,31.00,40.00,29.00,8.12,7.46,16.30,415.00,1.30,12.50,162.70,12.20,,5458,41.57,0.16
34983796.00,26,10.00,32.00,58.00,5.58,4.96,40.00,1.00,3.00,31.40,220.90,8.60,,22292,56.57,-3.47
34983770.00,17,36.00,62.00,2.00,5.73,5.16,30.90,0.00,2.50,28.90,222.70,17.70,,22309,56.34,-3.39
34983670.00,2,26.00,48.00,25.00,6.12,5.27,65.30,0.00,5.30,14.00,131.80,14.30,,21891,55.46,-3.09
34983630.00,5,24.00,42.00,35.00,4.86,4.36,29.00,0.00,2.80,26.10,90.20,7.10,,21904,55.11,-2.97
34983518.00,7,14.00,28.00,57.00,5.73,4.99,44.00,0.00,3.90,46.80,72.80,10.40,,22416,54.12,-2.66
34983400.00,2,17.00,22.00,61.00,5.78,5.21,30.20,1.00,2.70,13.20,77.60,8.60,,21670,53.08,-2.35
34983364.00,7,18.00,22.00,59.00,7.01,6.46,15.90,0.00,1.70,31.10,138.30,8.50,,21680,52.76,-2.26
34983284.00,20,17.00,45.00,37.00,7.56,7.21,41.50,99.00,4.10,29.50,161.40,29.00,,21272,52.05,-2.06
34983220.00,20,36.00,56.00,8.00,7.45,7.19,41.60,407.00,4.40,29.50,651.50,28.60,,21184,51.48,-1.91
34983216.00,23,27.00,70.00,3.00,5.30,4.89,19.60,1.00,2.00,30.40,0.00,18.90,,21188,51.45,-1.90
34983212.00,14,17.00,72.00,12.00,7.39,7.21,34.60,29.00,3.70,56.80,179.80,30.30,,21187,51.41,-1.89
34983198.00,42,27.00,56.00,17.00,7.69,7.26,42.10,217.00,4.40,21.30,152.80,37.90,many stones,21230,51.29,-1.86
34983184.00,23,18.00,70.00,12.00,8.01,7.41,32.60,471.00,3.50,27.60,252.40,28.50,,21199,51.17,-1.83
34983180.00,23,19.00,43.00,38.00,5.39,4.99,33.40,0.00,2.80,90.30,196.10,13.40,,21200,51.13,-1.82
34982968.00,6,15.00,68.00,17.00,6.59,6.05,22.00,0.00,2.30,53.90,1004.80,11.70,,10860,49.25,-1.35
34982910.00,8,16.00,79.00,6.00,5.07,4.49,23.00,1.00,2.50,29.00,83.20,5.30,,8465,48.74,-1.23
34982860.00,6,15.00,80.00,5.00,5.92,5.46,17.80,0.00,1.90,92.00,386.90,8.50,,11014,48.29,-1.13
34982842.00,25,19.00,72.00,9.00,5.66,5.38,19.30,0.00,2.10,41.60,148.30,8.10,,11044,48.13,-1.10
34982816.00,7,20.00,58.00,22.00,6.68,6.12,19.30,1.00,2.10,44.20,182.00,10.90,,8420,47.90,-1.05
34982780.00,6,24.00,42.00,34.00,6.98,6.56,13.30,1.00,1.50,0.00,37.70,12.10,,11418,47.58,-0.98
34982766.00,17,19.00,43.00,37.00,5.75,4.84,14.70,0.00,1.50,0.00,78.80,6.60,,11404,47.46,-0.95
34982748.00,21,27.00,47.00,26.00,5.88,5.51,17.30,0.00,1.90,36.40,115.20,10.40,,11436,47.30,-0.92
34982730.00,21,14.00,42.00,44.00,5.77,5.12,27.90,0.00,2.70,76.10,312.20,9.50,,11444,47.14,-0.89
34982708.00,6,13.00,28.00,60.00,7.05,6.30,18.00,1.00,1.80,28.70,87.50,8.60,,10279,46.94,-0.84
34982618.00,21,32.00,51.00,16.00,7.75,7.40,31.10,290.00,2.70,61.80,589.50,30.90,,8842,46.14,-0.68
34982568.00,28,26.00,35.00,39.00,7.72,7.32,18.90,503.00,1.80,28.90,363.90,23.00,,8862,45.70,-0.59
34982564.00,63,38.00,47.00,15.00,7.78,7.35,18.30,549.00,1.70,24.00,105.70,32.10,,8863,45.66,-0.59
34982356.00,5,11.00,39.00,50.00,5.73,4.71,7.80,0.00,0.80,41.20,137.10,4.20,,25542,43.81,-0.24
34982298.00,14,27.00,52.00,21.00,6.16,5.64,16.30,1.00,1.80,36.40,140.30,7.20,,9913,43.29,-0.15
34982150.00,34,10.00,26.00,64.00,7.67,7.29,14.50,116.00,1.60,0.00,158.50,9.80,,5498,41.97,0.08
34982136.00,8,36.00,53.00,11.00,7.58,7.45,19.30,102.00,2.40,14.50,199.10,16.90,,5505,41.84,0.10
34982108.00,12,21.00,40.00,39.00,8.17,7.51,1.00,410.00,0.70,0.00,93.70,10.20,,5449,41.59,0.14
34982100.00,7,2.00,76.00,22.00,7.89,7.61,10.20,239.00,1.20,0.00,158.10,8.70,,5423,41.52,0.15
34963784.00,11,12.00,34.00,54.00,5.56,5.19,13.10,0.00,1.30,18.50,134.00,9.20,,22291,56.46,-3.46
34963298.00,2,31.00,21.00,48.00,6.97,6.21,28.50,0.00,2.80,18.10,163.70,21.80,,21283,52.17,-2.12
34963244.00,20,32.00,47.00,21.00,7.75,7.32,25.70,37.00,2.30,40.30,376.50,24.40,,21207,51.69,-1.99
34963172.00,20,35.00,52.00,13.00,7.86,7.34,20.20,787.00,1.60,29.70,93.20,13.00,,21209,51.06,-1.83
34962884.00,5,15.00,77.00,8.00,6.57,6.08,23.60,0.00,2.50,97.30,1653.80,11.00,,11018,48.50,-1.21
34962848.00,26,31.00,55.00,15.00,6.06,5.73,30.00,0.00,3.10,27.60,140.00,12.40,,11012,48.18,-1.14
34962776.00,20,22.00,19.00,59.00,5.25,4.88,24.30,1.00,2.40,0.00,47.10,11.30,,11417,47.54,-1.00
34962650.00,10,26.00,69.00,5.00,7.66,6.99,17.30,9.00,2.10,41.70,253.90,21.70,,10492,46.42,-0.76
34962146.00,10,22.00,41.00,37.00,7.91,7.47,7.80,259.00,0.90,16.50,248.20,7.90,,5496,41.93,0.06
34962128.00,4,19.00,54.00,27.00,8.02,7.42,11.00,235.00,1.10,0.00,58.00,11.20,,5460,41.77,0.08
34943576.00,37,31.00,45.00,23.00,5.02,4.65,64.30,1.00,6.40,76.80,529.60,17.20,,22405,54.62,-2.88
34943504.00,2,17.00,29.00,54.00,4.13,3.81,112.40,0.00,8.80,82.70,635.60,12.70,,22418,53.99,-2.68
34943486.00,10,26.00,33.00,41.00,6.37,6.15,41.20,0.00,3.60,59.20,86.30,18.80,,21288,53.83,-2.63
34943288.00,13,19.00,16.00,66.00,7.58,6.95,15.30,3.00,1.70,69.80,252.70,15.40,,21273,52.08,-2.13
34943234.00,14,30.00,57.00,13.00,4.00,3.32,110.50,0.00,5.60,16.80,174.00,17.10,,21203,51.60,-2.00
34943222.00,16,46.00,45.00,9.00,7.19,6.92,84.60,96.00,8.30,72.30,342.80,68.20,,21185,51.50,-1.97
34943140.00,10,15.00,12.00,73.00,7.14,6.83,64.60,15.00,6.70,71.50,51.30,27.70,,21221,50.77,-1.78
34942996.00,4,17.00,68.00,15.00,5.50,4.40,20.90,0.00,2.20,0.00,71.80,8.00,,8412,49.49,-1.47
34942852.00,2,19.00,70.00,11.00,6.48,6.03,20.50,0.00,2.30,127.90,683.70,9.20,,11040,48.22,-1.17
34942784.00,7,13.00,64.00,22.00,4.94,4.58,13.10,1.00,1.20,23.60,122.50,6.70,,11449,47.61,-1.04
34942744.00,15,24.00,49.00,26.00,5.82,5.37,15.90,0.00,1.70,29.20,209.60,7.90,,11434,47.26,-0.96
34942546.00,8,20.00,46.00,34.00,7.21,6.60,10.30,1.00,1.20,34.20,180.10,9.80,,8867,45.50,-0.61
34942160.00,7,33.00,58.00,9.00,7.80,7.44,11.00,349.00,1.00,0.00,140.40,10.10,,5500,42.05,0.01
34942100.00,26,25.00,46.00,29.00,8.09,7.56,30.00,456.00,1.70,18.40,343.30,13.30,,5422,41.51,0.10
34942070.00,5,29.00,54.00,17.00,8.23,7.63,16.10,559.00,1.10,0.00,248.70,12.60,,5432,41.24,0.14
34923790.00,23,12.00,35.00,54.00,6.22,5.90,25.30,3.00,2.30,57.70,155.30,8.10,,22289,56.51,-3.55
34923772.00,12,17.00,32.00,51.00,5.30,4.76,45.20,0.00,3.30,33.90,92.20,14.10,,22311,56.35,-3.49
34923766.00,2,28.00,40.00,33.00,5.68,5.27,150.40,13.00,10.80,40.00,492.10,20.60,high electrical conductivity,22310,56.29,-3.47
34923712.00,62,17.00,37.00,46.00,4.48,4.05,100.70,2.00,6.50,75.10,104.40,8.40,,22059,55.82,-3.31
34923442.00,8,20.00,27.00,53.00,6.66,6.15,22.20,0.00,2.00,31.80,102.00,10.90,,21300,53.44,-2.55
34923298.00,3,28.00,59.00,13.00,6.39,5.94,20.80,2.00,1.90,16.10,242.70,11.20,,21282,52.17,-2.18
34923286.00,13,38.00,24.00,39.00,7.09,6.32,25.30,1.00,2.60,0.00,140.70,25.50,,21275,52.06,-2.15
34923232.00,2,49.00,41.00,11.00,6.13,5.53,34.60,0.00,3.30,15.60,293.60,22.30,,21202,51.58,-2.02
34923160.00,19,16.00,35.00,49.00,7.14,6.67,47.80,10.00,3.50,264.00,366.40,22.90,,21220,50.94,-1.86
34922974.00,5,16.00,73.00,10.00,6.31,6.12,15.80,1.00,1.70,26.00,82.30,8.90,,10859,49.30,-1.45
34922938.00,2,20.00,69.00,12.00,5.60,5.06,27.10,2.00,2.60,25.80,66.70,7.30,,8467,48.98,-1.37
34922890.00,9,14.00,78.00,8.00,7.42,6.71,16.10,2.00,1.70,73.40,289.20,11.10,,8473,48.55,-1.28
34922866.00,22,15.00,80.00,5.00,6.13,5.64,16.80,0.00,1.80,56.40,216.60,9.00,,11015,48.34,-1.23
34922776.00,32,14.00,43.00,42.00,5.37,5.11,10.90,0.00,1.30,56.30,153.60,3.70,,11420,47.54,-1.05
34922674.00,13,18.00,40.00,43.00,6.69,6.12,18.00,2.00,2.10,29.50,245.30,7.90,,10501,46.63,-0.86
34922668.00,4,18.00,39.00,43.00,7.06,6.58,11.10,2.00,1.20,28.60,117.00,8.40,,10499,46.58,-0.85
34922452.00,11,4.00,8.00,88.00,6.88,6.43,8.60,2.00,0.80,0.00,33.10,4.70,,10796,44.66,-0.47
34922386.00,3,2.00,3.00,95.00,5.13,3.99,46.90,1.00,2.10,0.00,51.90,5.70,,10858,44.07,-0.36
34922156.00,6,27.00,54.00,19.00,7.72,7.40,14.40,223.00,1.80,10.40,127.70,14.60,,5499,42.01,0.00
34922116.00,23,26.00,55.00,18.00,8.28,7.49,16.70,291.00,2.30,20.50,359.50,22.00,,5417,41.65,0.05
34922054.00,2,20.00,42.00,38.00,7.80,7.55,20.10,470.00,1.00,55.80,282.30,9.10,,4675,41.10,0.14
34903792.00,24,11.00,34.00,55.00,6.42,6.23,29.90,3.00,2.70,31.50,106.20,9.50,,22288,56.52,-3.58
34903540.00,42,30.00,41.00,29.00,6.23,5.77,78.70,2.00,7.50,52.30,193.60,24.70,many stones,22400,54.30,-2.84
34903356.00,10,13.00,23.00,64.00,7.29,6.78,9.10,2.00,1.10,41.50,104.30,7.90,,21693,52.68,-2.35
34903338.00,16,13.00,27.00,60.00,6.11,5.42,11.70,2.00,1.30,33.20,230.50,6.90,,21690,52.52,-2.31
34903288.00,39,32.00,32.00,36.00,7.88,7.13,27.50,146.00,2.30,16.20,241.50,24.50,,21276,52.07,-2.19
34903198.00,24,33.00,49.00,18.00,7.46,7.09,70.80,445.00,7.10,402.70,316.10,35.60,,21865,51.28,-1.97
34902982.00,8,16.00,32.00,53.00,5.34,5.00,34.50,0.00,2.80,15.10,66.10,5.80,,8478,49.36,-1.49
34902946.00,8,22.00,57.00,21.00,5.71,5.18,42.50,1.00,4.20,38.60,80.50,12.90,,8469,49.05,-1.42
34902924.00,3,16.00,75.00,8.00,5.95,5.46,33.70,0.00,3.20,49.40,447.90,9.30,,8470,48.85,-1.37
34902892.00,5,16.00,74.00,10.00,4.79,4.42,28.90,0.00,3.10,88.80,560.10,5.50,,8474,48.57,-1.31
34902870.00,8,16.00,79.00,5.00,5.60,5.07,21.60,0.00,2.40,52.70,372.50,6.40,,11030,48.37,-1.26
34902816.00,4,16.00,74.00,10.00,6.50,6.09,28.50,0.00,2.90,82.10,434.10,12.40,,8421,47.89,-1.15
34902762.00,6,18.00,50.00,32.00,6.10,5.39,13.70,0.00,1.50,17.20,198.70,7.60,,10774,47.41,-1.05
34902604.00,8,39.00,51.00,9.00,7.66,7.39,42.40,304.00,3.00,57.40,663.50,37.00,,8847,46.01,-0.76
34902532.00,15,37.00,35.00,28.00,6.73,6.10,12.00,1.00,1.30,30.00,171.00,21.90,,8875,45.37,-0.63
34902510.00,9,19.00,17.00,64.00,7.74,7.25,19.90,115.00,1.70,29.00,428.80,13.50,,10797,45.17,-0.59
34902366.00,3,9.00,28.00,63.00,5.65,5.02,6.30,0.00,0.80,47.60,82.30,3.10,,25521,43.89,-0.35
34902352.00,5,16.00,41.00,44.00,6.30,5.49,25.30,0.00,2.00,0.00,74.50,12.00,,25545,43.76,-0.33
34902136.00,5,26.00,52.00,22.00,8.36,7.40,16.60,206.00,1.80,0.00,0.00,16.40,,5413,41.83,0.00
34901988.00,21,27.00,42.00,32.00,8.14,7.55,20.90,532.00,1.20,36.60,245.40,15.90,,5338,40.51,0.21
34883436.00,8,19.00,46.00,34.00,6.92,6.57,57.10,35.00,3.40,117.30,332.60,17.90,,21298,53.38,-2.59
34883350.00,12,10.00,21.00,69.00,6.81,6.20,10.60,1.00,1.20,52.50,106.50,6.90,,21691,52.62,-2.37
34883206.00,11,35.00,40.00,25.00,6.53,6.09,61.50,12.00,5.40,30.10,143.70,26.70,,21190,51.35,-2.02
34883008.00,24,14.00,69.00,17.00,4.03,3.34,87.40,1.00,4.80,11.90,71.10,6.60,,8413,49.59,-1.57
34882738.00,36,9.00,46.00,45.00,5.28,4.61,16.80,0.00,1.70,63.60,157.20,4.90,,11439,47.20,-1.03
34882720.00,17,13.00,64.00,23.00,4.74,4.17,12.50,0.00,1.50,41.80,59.80,4.80,,11441,47.04,-1.00
34882608.00,10,31.00,51.00,18.00,7.82,7.30,16.60,137.00,1.60,20.90,281.10,22.60,,8848,46.04,-0.79
34882536.00,13,19.00,57.00,24.00,6.78,6.18,12.80,1.00,1.20,71.90,268.00,13.00,,8874,45.40,-0.66
34882486.00,31,57.00,40.00,3.00,4.94,4.31,60.30,1.00,3.90,24.00,321.60,29.40,,10652,44.95,-0.58
